authors,count,percent
"Wolf De Wulf, Bart Bogaerts",1,0.19607843137254902
"Vincent Barichard, Igor Stéphan",1,0.19607843137254902
Mehul Chandrakant Solanki,1,0.19607843137254902
"Roko Parać, Lorenzo Nodari, Leo Ardon, Daniel Furelos-Blanco, Federico Cerutti, Alessandra Russo",1,0.19607843137254902
"Joohyung Lee, Man Luo",1,0.19607843137254902
Robert M. Guion,1,0.19607843137254902
Neng-Fa Zhou,1,0.19607843137254902
Yuting Zhao,1,0.19607843137254902
Mathias Guenther,1,0.19607843137254902
"Simon Hosemann, Jean Christoph Jung, Carsten Lutz, Sebastian Rudolph",1,0.19607843137254902
"Joohyung Lee, Zhun Yang",1,0.19607843137254902
"Ava Clifton, Charles Gretton",1,0.19607843137254902
