title,count,percent
Rule Based Temporal Inference.,1,0.19607843137254902
The Janus System: Multi-paradigm Programming in Prolog and Python.,1,0.19607843137254902
Value of Information in Probabilistic Logic Programs.,1,0.19607843137254902
Axiomatization of Approximate Exclusion.,1,0.19607843137254902
LTL Synthesis Under Multi-Agent Environment Assumptions.,1,0.19607843137254902
Towards One-Shot Learning for Text Classification using Inductive Logic Programming.,1,0.19607843137254902
An s(CASP) In-Browser Playground based on Ciao Prolog.,1,0.19607843137254902
A Machine Learning guided Rewriting Approach for ASP Logic Programs.,1,0.19607843137254902
How Lucky Are You to Know Your Way? A Probabilistic Approach to Knowing How Logics.,1,0.19607843137254902
Probabilistic Action Language pBC+.,1,0.19607843137254902
Finest Syntax Splittings of Ranking Functions and Total Preorders on Worlds.,1,0.19607843137254902
TRACE-CS: A Hybrid Logic-LLM System for Explainable Course Scheduling.,1,0.19607843137254902
Proof-Relevant Resolution for Elaboration of Programming Languages.,1,0.19607843137254902
